orderNumber,productName,quantityOrdered,priceEach,totalPrice,recommendedPrice,difference,percentReduction,customerName,salesEmployee,orderDate,buyPrice,productLine
10268,"1937 Lincoln Berline",49,93.49,4581.01,5034.26,453.25,9.003309,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,60.62,"Vintage Cars"
10268,"1936 Mercedes-Benz 500K Special Roadster",26,45.82,1191.32,1401.66,210.34,15.006492,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,24.26,"Vintage Cars"
10268,"1917 Grand Touring Sedan",34,164.90,5606.60,5780.00,173.40,3.000000,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,86.70,"Vintage Cars"
10268,"1911 Ford Town Car",31,60.54,1876.74,1876.74,0.00,0.000000,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,33.30,"Vintage Cars"
10268,"1932 Model A Ford J-Coupe",50,124.59,6229.50,6356.50,127.00,1.997955,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,58.48,"Vintage Cars"
10268,"1928 Mercedes-Benz SSK",35,148.50,5197.50,5906.25,708.75,12.000000,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,72.56,"Vintage Cars"
10268,"1917 Maxwell Touring Car",39,96.23,3752.97,3869.19,116.22,3.003729,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,57.54,"Vintage Cars"
10268,"1932 Alfa Romeo 8C2300 Spider Sport",35,84.67,2963.45,3221.05,257.60,7.997392,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,43.26,"Vintage Cars"
10268,"1939 Chevrolet Deluxe Coupe",33,31.86,1051.38,1095.27,43.89,4.007231,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,22.57,"Vintage Cars"
10268,"1938 Cadillac V-16 Presidential Limousine",40,36.29,1451.60,1792.00,340.40,18.995536,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,20.61,"Vintage Cars"
10268,"1936 Mercedes Benz 500k Roadster",30,37.75,1132.50,1230.90,98.40,7.994151,"Extreme Desk Decorations, Ltd","Peter Marsh",2004-07-12,21.75,"Vintage Cars"
10269,"1934 Ford V8 Coupe",32,57.46,1838.72,1998.72,160.00,8.005123,"Salzburg Collectables","Pamela Castillo",2004-07-16,34.35,"Vintage Cars"
10269,"1936 Chrysler Airflow",48,95.44,4581.12,4674.72,93.60,2.002259,"Salzburg Collectables","Pamela Castillo",2004-07-16,57.46,"Vintage Cars"
10270,"1952 Alpine Renault 1300",21,171.44,3600.24,4500.30,900.06,20.000000,"Souveniers And Things Co.","Andy Fixter",2004-07-19,98.58,"Classic Cars"
10270,"1962 LanciaA Delta 16V",32,124.10,3971.20,4727.68,756.48,16.001083,"Souveniers And Things Co.","Andy Fixter",2004-07-19,103.42,"Classic Cars"
10270,"1958 Setra Bus",28,135.30,3788.40,3826.76,38.36,1.002415,"Souveniers And Things Co.","Andy Fixter",2004-07-19,77.90,"Trucks and Buses"
10270,"1940 Ford Pickup Truck",43,94.50,4063.50,5016.81,953.31,19.002314,"Souveniers And Things Co.","Andy Fixter",2004-07-19,58.33,"Trucks and Buses"
10270,"1913 Ford Model T Speedster",31,81.05,2512.55,3140.61,628.06,19.998026,"Souveniers And Things Co.","Andy Fixter",2004-07-19,60.78,"Vintage Cars"
10270,"18th Century Vintage Horse Carriage",38,85.87,3263.06,3979.36,716.30,18.000382,"Souveniers And Things Co.","Andy Fixter",2004-07-19,60.74,"Vintage Cars"
10270,"1940s Ford truck",38,107.76,4094.88,4601.04,506.16,11.000991,"Souveniers And Things Co.","Andy Fixter",2004-07-19,84.76,"Trucks and Buses"
10270,"1939 Cadillac Limousine",44,40.25,1771.00,2213.64,442.64,19.996025,"Souveniers And Things Co.","Andy Fixter",2004-07-19,23.14,"Vintage Cars"
10270,"1980’s GM Manhattan Express",32,93.42,2989.44,3081.92,92.48,3.000727,"Souveniers And Things Co.","Andy Fixter",2004-07-19,53.93,"Trucks and Buses"
10270,"1996 Peterbilt 379 Stake Bed with Outrigger",21,52.36,1099.56,1357.44,257.88,18.997525,"Souveniers And Things Co.","Andy Fixter",2004-07-19,33.61,"Trucks and Buses"
10270,"1982 Camaro Z28",46,101.15,4652.90,4652.90,0.00,0.000000,"Souveniers And Things Co.","Andy Fixter",2004-07-19,46.53,"Classic Cars"
10271,"1957 Chevy Pickup",31,99.54,3085.74,3673.50,587.76,16.000000,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,55.70,"Trucks and Buses"
10271,"1998 Chrysler Plymouth Prowler",50,147.36,7368.00,8186.50,818.50,9.998168,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,101.51,"Classic Cars"
10271,"1964 Mercedes Tour Bus",50,121.50,6075.00,6136.50,61.50,1.002200,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,74.86,"Trucks and Buses"
10271,"1926 Ford Fire Engine",25,59.55,1488.75,1519.25,30.50,2.007570,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,24.92,"Trucks and Buses"
10271,"1992 Ferrari 360 Spider red",20,169.34,3386.80,3386.80,0.00,0.000000,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,77.90,"Classic Cars"
10271,"1970 Dodge Coronet",45,49.71,2236.95,2601.00,364.05,13.996540,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,32.37,"Classic Cars"
10271,"1962 Volkswagen Microbus",43,122.68,5275.24,5494.97,219.73,3.998748,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,61.34,"Trucks and Buses"
10271,"1958 Chevy Corvette Limited Edition",38,28.64,1088.32,1343.68,255.36,19.004525,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,15.91,"Classic Cars"
10271,"1992 Porsche Cayenne Turbo Silver",22,110.00,2420.00,2602.16,182.16,7.000338,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,69.78,"Classic Cars"
10271,"1954 Greyhound Scenicruiser",35,51.95,1818.25,1893.85,75.60,3.991868,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,25.98,"Trucks and Buses"
10271,"Diamond T620 Semi-Skirted Tanker",34,93.76,3187.84,3935.50,747.66,18.997840,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-07-20,68.29,"Trucks and Buses"
10272,"2001 Ferrari Enzo",35,187.02,6545.70,7273.00,727.30,10.000000,"Diecast Classics Inc.","Steve Patterson",2004-07-20,95.59,"Classic Cars"
10272,"1969 Corvair Monza",27,123.89,3345.03,4079.16,734.13,17.997088,"Diecast Classics Inc.","Steve Patterson",2004-07-20,89.14,"Classic Cars"
10272,"1969 Ford Falcon",39,148.80,5803.20,6747.78,944.58,13.998382,"Diecast Classics Inc.","Steve Patterson",2004-07-20,83.05,"Classic Cars"
10272,"1970 Triumph Spitfire",25,126.39,3159.75,3590.50,430.75,11.996936,"Diecast Classics Inc.","Steve Patterson",2004-07-20,91.92,"Classic Cars"
10272,"1950's Chicago Surface Lines Streetcar",45,56.55,2544.75,2796.30,251.55,8.995816,"Diecast Classics Inc.","Steve Patterson",2004-07-20,26.72,Trains
10272,"1962 City of Detroit Streetcar",43,53.89,2317.27,2518.94,201.67,8.006145,"Diecast Classics Inc.","Steve Patterson",2004-07-20,37.49,Trains
10273,"1972 Alfa Romeo GTA",30,136.00,4080.00,4080.00,0.00,0.000000,"Petit Auto","Pamela Castillo",2004-07-21,85.68,"Classic Cars"
10273,"1999 Yamaha Speed Boat",34,84.30,2866.20,2924.68,58.48,1.999535,"Petit Auto","Pamela Castillo",2004-07-21,51.61,Ships
10273,"1903 Ford Model A",40,117.47,4698.80,5463.60,764.80,13.998096,"Petit Auto","Pamela Castillo",2004-07-21,68.30,"Vintage Cars"
10273,"Collectable Wooden Train",47,87.73,4123.31,4739.48,616.17,13.000793,"Petit Auto","Pamela Castillo",2004-07-21,67.56,Trains
10273,"1941 Chevrolet Special Deluxe Cabriolet",50,105.87,5293.50,5293.50,0.00,0.000000,"Petit Auto","Pamela Castillo",2004-07-21,64.58,"Vintage Cars"
10273,"1904 Buick Runabout",33,72.85,2404.05,2896.41,492.36,16.998975,"Petit Auto","Pamela Castillo",2004-07-21,52.66,"Vintage Cars"
10273,"18th century schooner",22,103.23,2271.06,2703.58,432.52,15.998047,"Petit Auto","Pamela Castillo",2004-07-21,82.34,Ships
10273,"1912 Ford Model T Delivery Wagon",27,84.08,2270.16,2389.77,119.61,5.005084,"Petit Auto","Pamela Castillo",2004-07-21,46.91,"Vintage Cars"
10273,"1940 Ford Delivery Sedan",48,83.86,4025.28,4025.28,0.00,0.000000,"Petit Auto","Pamela Castillo",2004-07-21,48.64,"Vintage Cars"
10273,"The Schooner Bluenose",21,66.00,1386.00,1400.07,14.07,1.004950,"Petit Auto","Pamela Castillo",2004-07-21,34.00,Ships
10273,"The Mayflower",21,77.95,1636.95,1818.81,181.86,9.998845,"Petit Auto","Pamela Castillo",2004-07-21,43.30,Ships
10273,"The USS Constitution Ship",42,57.82,2428.44,3035.76,607.32,20.005534,"Petit Auto","Pamela Castillo",2004-07-21,33.97,Ships
10273,"The Titanic",40,91.15,3646.00,4006.80,360.80,9.004692,"Petit Auto","Pamela Castillo",2004-07-21,51.09,Ships
10273,"The Queen Mary",26,89.38,2323.88,2582.06,258.18,9.998993,"Petit Auto","Pamela Castillo",2004-07-21,53.63,Ships
10273,"Pont Yacht",37,51.32,1898.84,2020.20,121.36,6.007326,"Petit Auto","Pamela Castillo",2004-07-21,33.30,Ships
10274,"1980s Black Hawk Helicopter",41,129.31,5301.71,6465.29,1163.58,17.997337,"Collectables For Less Inc.","Julie Firrelli",2004-07-21,77.27,Planes
10274,"1900s Vintage Bi-Plane",40,56.86,2274.40,2740.40,466.00,17.004817,"Collectables For Less Inc.","Julie Firrelli",2004-07-21,34.25,Planes
10274,"1937 Horch 930V Limousine",24,65.09,1562.16,1578.00,15.84,1.003802,"Collectables For Less Inc.","Julie Firrelli",2004-07-21,26.30,"Vintage Cars"
10274,"HMS Bounty",24,75.13,1803.12,2172.48,369.36,17.001768,"Collectables For Less Inc.","Julie Firrelli",2004-07-21,39.83,Ships
10274,"Boeing X-32A JSF",32,49.66,1589.12,1589.12,0.00,0.000000,"Collectables For Less Inc.","Julie Firrelli",2004-07-21,32.77,Planes
10275,"1969 Harley Davidson Ultimate Chopper",45,81.35,3660.75,4306.50,645.75,14.994775,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,48.81,Motorcycles
10275,"1996 Moto Guzzi 1100i",22,115.37,2538.14,2616.68,78.54,3.001513,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,68.99,Motorcycles
10275,"2003 Harley-Davidson Eagle Drag Bike",36,154.93,5577.48,6971.76,1394.28,19.998967,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,91.02,Motorcycles
10275,"P-51-D Mustang",35,70.12,2454.20,2956.80,502.60,16.998106,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,49.00,Planes
10275,"1936 Harley Davidson El Knucklehead",37,52.09,1927.33,2241.09,313.76,14.000330,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,24.23,Motorcycles
10275,"1997 BMW R 1100 S",21,105.94,2224.74,2366.70,141.96,5.998225,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,60.86,Motorcycles
10275,"1928 British Royal Navy Airplane",25,97.38,2434.50,2735.50,301.00,11.003473,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,66.74,Planes
10275,"1960 BSA Gold Star DBD34",30,61.70,1851.00,2285.10,434.10,18.996980,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,37.32,Motorcycles
10275,"Corsair F4U ( Bird Cage)",41,58.00,2378.00,2797.84,419.84,15.005862,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,29.34,Planes
10275,"1900s Vintage Tri-Plane",27,67.38,1819.26,1956.15,136.89,6.997930,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,36.23,Planes
10275,"1997 BMW F650 ST",23,89.90,2067.70,2297.47,229.77,10.001001,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,66.92,Motorcycles
10275,"1928 Ford Phaeton Deluxe",28,58.47,1637.16,1926.12,288.96,15.002181,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,33.02,"Vintage Cars"
10275,"1930 Buick Marquette Phaeton",38,40.15,1525.70,1658.32,132.62,7.997250,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,27.06,"Vintage Cars"
10275,"American Airlines: B767-300",32,85.86,2747.52,2922.88,175.36,5.999562,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,51.15,Planes
10275,"America West Airlines B757-200",39,82.77,3228.03,3889.08,661.05,16.997593,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,68.80,Planes
10275,"ATA: B757-300",48,102.04,4897.92,5695.20,797.28,13.999157,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,59.33,Planes
10275,"F/A 18 Hornet 1/72",43,72.00,3096.00,3440.00,344.00,10.000000,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,54.40,Planes
10275,"American Airlines: MD-11S",31,59.96,1858.76,2294.93,436.17,19.005808,"La Rochelle Gifts","Gerard Hernandez",2004-07-23,36.27,Planes
10276,"1968 Ford Mustang",50,184.84,9242.00,9728.50,486.50,5.000771,"Online Mini Collectables","Julie Firrelli",2004-08-02,95.34,"Classic Cars"
10276,"2002 Suzuki XREO",43,150.62,6476.66,6476.66,0.00,0.000000,"Online Mini Collectables","Julie Firrelli",2004-08-02,66.27,Motorcycles
10276,"1968 Dodge Charger",47,104.52,4912.44,5519.68,607.24,11.001362,"Online Mini Collectables","Julie Firrelli",2004-08-02,75.16,"Classic Cars"
10276,"1970 Plymouth Hemi Cuda",38,67.83,2577.54,3032.40,454.86,15.000000,"Online Mini Collectables","Julie Firrelli",2004-08-02,31.92,"Classic Cars"
10276,"1969 Dodge Super Bee",38,78.00,2964.00,3055.58,91.58,2.997140,"Online Mini Collectables","Julie Firrelli",2004-08-02,49.05,"Classic Cars"
10276,"1976 Ford Gran Torino",30,139.64,4189.20,4409.70,220.50,5.000340,"Online Mini Collectables","Julie Firrelli",2004-08-02,73.49,"Classic Cars"
10276,"1957 Vespa GS150",33,54.71,1805.43,2051.61,246.18,11.999357,"Online Mini Collectables","Julie Firrelli",2004-08-02,32.95,Motorcycles
10276,"1957 Corvette Convertible",48,120.53,5785.44,7142.40,1356.96,18.998656,"Online Mini Collectables","Julie Firrelli",2004-08-02,69.93,"Classic Cars"
10276,"1982 Ducati 900 Monster",46,61.64,2835.44,3185.96,350.52,11.002021,"Online Mini Collectables","Julie Firrelli",2004-08-02,47.10,Motorcycles
10276,"1971 Alpine Renault 1600s",20,58.17,1163.40,1224.60,61.20,4.997550,"Online Mini Collectables","Julie Firrelli",2004-08-02,38.58,"Classic Cars"
10276,"1961 Chevrolet Impala",48,67.10,3220.80,3880.32,659.52,16.996536,"Online Mini Collectables","Julie Firrelli",2004-08-02,32.33,"Classic Cars"
10276,"1982 Ducati 996 R",27,35.40,955.80,1086.21,130.41,12.005966,"Online Mini Collectables","Julie Firrelli",2004-08-02,24.14,Motorcycles
10276,"1974 Ducati 350 Mk3 Desmo",38,94.91,3606.58,3877.90,271.32,6.996570,"Online Mini Collectables","Julie Firrelli",2004-08-02,56.13,Motorcycles
10276,"2002 Yamaha YZR M1",21,67.53,1418.13,1708.56,290.43,16.998525,"Online Mini Collectables","Julie Firrelli",2004-08-02,34.17,Motorcycles
10277,"1969 Dodge Charger",28,93.28,2611.84,3224.48,612.64,18.999653,"Dragon Souveniers, Ltd.","Mami Nishi",2004-08-04,58.73,"Classic Cars"
10278,"1993 Mazda RX-7",34,114.65,3898.10,4812.36,914.26,18.998163,"Signal Gift Stores","Leslie Thompson",2004-08-06,83.51,"Classic Cars"
10278,"1965 Aston Martin DB5",23,107.02,2461.46,2862.12,400.66,13.998714,"Signal Gift Stores","Leslie Thompson",2004-08-06,65.96,"Classic Cars"
10278,"1948 Porsche 356-A Roadster",29,73.15,2121.35,2233.00,111.65,5.000000,"Signal Gift Stores","Leslie Thompson",2004-08-06,53.90,"Classic Cars"
10278,"1995 Honda Civic",29,118.07,3424.03,4125.25,701.22,16.998243,"Signal Gift Stores","Leslie Thompson",2004-08-06,93.89,"Classic Cars"
10278,"1999 Indy 500 Monte Carlo SS",39,117.48,4581.72,5148.00,566.28,11.000000,"Signal Gift Stores","Leslie Thompson",2004-08-06,56.76,"Classic Cars"
10278,"1992 Ferrari 360 Spider red",42,167.65,7041.30,7112.28,70.98,0.997992,"Signal Gift Stores","Leslie Thompson",2004-08-06,77.90,"Classic Cars"
10278,"1948 Porsche Type 356 Roadster",31,114.44,3547.64,4379.68,832.04,18.997735,"Signal Gift Stores","Leslie Thompson",2004-08-06,62.16,"Classic Cars"
10278,"1966 Shelby Cobra 427 S/C",35,48.80,1708.00,1760.85,52.85,3.001391,"Signal Gift Stores","Leslie Thompson",2004-08-06,29.18,"Classic Cars"
10278,"1982 Lamborghini Diablo",31,37.38,1158.78,1170.56,11.78,1.006356,"Signal Gift Stores","Leslie Thompson",2004-08-06,16.24,"Classic Cars"
10278,"1956 Porsche 356A Coupe",25,136.22,3405.50,3510.75,105.25,2.997935,"Signal Gift Stores","Leslie Thompson",2004-08-06,98.30,"Classic Cars"
10279,"1957 Ford Thunderbird",26,68.42,1778.92,1853.02,74.10,3.998878,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,34.21,"Classic Cars"
10279,"1970 Chevy Chevelle SS 454",32,68.35,2187.20,2351.68,164.48,6.994149,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,49.24,"Classic Cars"
10279,"1949 Jaguar XK 120",49,76.33,3740.17,4452.63,712.46,16.000880,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,47.25,"Classic Cars"
10279,"1952 Citroen-15CV",48,106.87,5129.76,5637.12,507.36,9.000341,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,72.82,"Classic Cars"
10279,"1969 Chevrolet Camaro Z28",33,78.76,2599.08,2825.13,226.05,8.001402,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,50.51,"Classic Cars"
10279,"2002 Chevy Corvette",48,95.30,4574.40,5139.84,565.44,11.001121,"Euro+ Shopping Channel","Gerard Hernandez",2004-08-09,62.11,"Classic Cars"
10280,"1952 Alpine Renault 1300",34,205.73,6994.82,7286.20,291.38,3.999067,"Amica Models & Co.","Pamela Castillo",2004-08-17,98.58,"Classic Cars"
10280,"1940 Ford Pickup Truck",24,98.00,2352.00,2800.08,448.08,16.002400,"Amica Models & Co.","Pamela Castillo",2004-08-17,58.33,"Trucks and Buses"
10280,"1937 Lincoln Berline",50,87.33,4366.50,5137.00,770.50,14.999027,"Amica Models & Co.","Pamela Castillo",2004-08-17,60.62,"Vintage Cars"
10280,"1936 Mercedes-Benz 500K Special Roadster",27,47.44,1280.88,1455.57,174.69,12.001484,"Amica Models & Co.","Pamela Castillo",2004-08-17,24.26,"Vintage Cars"
10280,"1917 Grand Touring Sedan",26,161.50,4199.00,4420.00,221.00,5.000000,"Amica Models & Co.","Pamela Castillo",2004-08-17,86.70,"Vintage Cars"
10280,"1911 Ford Town Car",25,53.28,1332.00,1513.50,181.50,11.992071,"Amica Models & Co.","Pamela Castillo",2004-08-17,33.30,"Vintage Cars"
10280,"1932 Model A Ford J-Coupe",37,109.33,4045.21,4703.81,658.60,14.001416,"Amica Models & Co.","Pamela Castillo",2004-08-17,58.48,"Vintage Cars"
10280,"1928 Mercedes-Benz SSK",22,158.63,3489.86,3712.50,222.64,5.997037,"Amica Models & Co.","Pamela Castillo",2004-08-17,72.56,"Vintage Cars"
10280,"1913 Ford Model T Speedster",46,82.06,3774.76,4660.26,885.50,19.001086,"Amica Models & Co.","Pamela Castillo",2004-08-17,60.78,"Vintage Cars"
10280,"1934 Ford V8 Coupe",43,54.34,2336.62,2685.78,349.16,13.000320,"Amica Models & Co.","Pamela Castillo",2004-08-17,34.35,"Vintage Cars"
10280,"18th Century Vintage Horse Carriage",29,102.63,2976.27,3036.88,60.61,1.995798,"Amica Models & Co.","Pamela Castillo",2004-08-17,60.74,"Vintage Cars"
10280,"1917 Maxwell Touring Car",34,99.21,3373.14,3373.14,0.00,0.000000,"Amica Models & Co.","Pamela Castillo",2004-08-17,57.54,"Vintage Cars"
10280,"1932 Alfa Romeo 8C2300 Spider Sport",35,77.31,2705.85,3221.05,515.20,15.994784,"Amica Models & Co.","Pamela Castillo",2004-08-17,43.26,"Vintage Cars"
10280,"1939 Chevrolet Deluxe Coupe",20,29.87,597.40,663.80,66.40,10.003013,"Amica Models & Co.","Pamela Castillo",2004-08-17,22.57,"Vintage Cars"
10280,"1938 Cadillac V-16 Presidential Limousine",45,36.29,1633.05,2016.00,382.95,18.995536,"Amica Models & Co.","Pamela Castillo",2004-08-17,20.61,"Vintage Cars"
10280,"1936 Mercedes Benz 500k Roadster",33,35.29,1164.57,1353.99,189.42,13.989764,"Amica Models & Co.","Pamela Castillo",2004-08-17,21.75,"Vintage Cars"
10280,"1936 Chrysler Airflow",21,79.86,1677.06,2045.19,368.13,17.999795,"Amica Models & Co.","Pamela Castillo",2004-08-17,57.46,"Vintage Cars"
10281,"1962 LanciaA Delta 16V",44,132.97,5850.68,6500.56,649.88,9.997293,"Diecast Classics Inc.","Steve Patterson",2004-08-19,103.42,"Classic Cars"
10281,"1958 Setra Bus",25,127.10,3177.50,3416.75,239.25,7.002268,"Diecast Classics Inc.","Steve Patterson",2004-08-19,77.90,"Trucks and Buses"
10281,"1957 Chevy Pickup",41,98.36,4032.76,4858.50,825.74,16.995781,"Diecast Classics Inc.","Steve Patterson",2004-08-19,55.70,"Trucks and Buses"
10281,"1964 Mercedes Tour Bus",48,114.14,5478.72,5891.04,412.32,6.999104,"Diecast Classics Inc.","Steve Patterson",2004-08-19,74.86,"Trucks and Buses"
10281,"1926 Ford Fire Engine",29,56.52,1639.08,1762.33,123.25,6.993582,"Diecast Classics Inc.","Steve Patterson",2004-08-19,24.92,"Trucks and Buses"
10281,"1992 Ferrari 360 Spider red",25,135.47,3386.75,4233.50,846.75,20.001181,"Diecast Classics Inc.","Steve Patterson",2004-08-19,77.90,"Classic Cars"
10281,"1940s Ford truck",25,96.86,2421.50,3027.00,605.50,20.003304,"Diecast Classics Inc.","Steve Patterson",2004-08-19,84.76,"Trucks and Buses"
10281,"1939 Cadillac Limousine",44,42.76,1881.44,2213.64,332.20,15.006957,"Diecast Classics Inc.","Steve Patterson",2004-08-19,23.14,"Vintage Cars"
10281,"1962 Volkswagen Microbus",25,112.46,2811.50,3194.75,383.25,11.996244,"Diecast Classics Inc.","Steve Patterson",2004-08-19,61.34,"Trucks and Buses"
10281,"1958 Chevy Corvette Limited Edition",20,33.95,679.00,707.20,28.20,3.987557,"Diecast Classics Inc.","Steve Patterson",2004-08-19,15.91,"Classic Cars"
10281,"1980’s GM Manhattan Express",29,80.90,2346.10,2792.99,446.89,16.000415,"Diecast Classics Inc.","Steve Patterson",2004-08-19,53.93,"Trucks and Buses"
10281,"1954 Greyhound Scenicruiser",31,44.91,1392.21,1677.41,285.20,17.002403,"Diecast Classics Inc.","Steve Patterson",2004-08-19,25.98,"Trucks and Buses"
10281,"1996 Peterbilt 379 Stake Bed with Outrigger",36,59.47,2140.92,2327.04,186.12,7.998144,"Diecast Classics Inc.","Steve Patterson",2004-08-19,33.61,"Trucks and Buses"
10281,"1982 Camaro Z28",27,89.01,2403.27,2731.05,327.78,12.001977,"Diecast Classics Inc.","Steve Patterson",2004-08-19,46.53,"Classic Cars"
10282,"2001 Ferrari Enzo",41,176.63,7241.83,8519.80,1277.97,15.000000,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,95.59,"Classic Cars"
10282,"1969 Corvair Monza",27,142.02,3834.54,4079.16,244.62,5.996823,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,89.14,"Classic Cars"
10282,"1969 Ford Falcon",24,169.56,4069.44,4152.48,83.04,1.999769,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,83.05,"Classic Cars"
10282,"1998 Chrysler Plymouth Prowler",23,147.36,3389.28,3765.79,376.51,9.998168,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,101.51,"Classic Cars"
10282,"1903 Ford Model A",43,122.93,5285.99,5873.37,587.38,10.000732,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,68.30,"Vintage Cars"
10282,"Collectable Wooden Train",36,88.74,3194.64,3630.24,435.60,11.999207,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,67.56,Trains
10282,"1970 Triumph Spitfire",31,132.13,4096.03,4452.22,356.19,8.000279,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,91.92,"Classic Cars"
10282,"1970 Dodge Coronet",29,49.71,1441.59,1676.20,234.61,13.996540,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,32.37,"Classic Cars"
10282,"1992 Porsche Cayenne Turbo Silver",39,96.99,3782.61,4612.92,830.31,17.999662,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,69.78,"Classic Cars"
10282,"1950's Chicago Surface Lines Streetcar",36,51.58,1856.88,2237.04,380.16,16.993885,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,26.72,Trains
10282,"Diamond T620 Semi-Skirted Tanker",38,114.59,4354.42,4398.50,44.08,1.002160,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,68.29,"Trucks and Buses"
10282,"1962 City of Detroit Streetcar",37,56.24,2080.88,2167.46,86.58,3.994537,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,37.49,Trains
10282,"The Mayflower",43,77.95,3351.85,3724.23,372.38,9.998845,"Mini Gifts Distributors Ltd.","Leslie Jennings",2004-08-20,43.30,Ships
10283,"1972 Alfa Romeo GTA",25,130.56,3264.00,3400.00,136.00,4.000000,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,85.68,"Classic Cars"
10283,"1999 Yamaha Speed Boat",21,78.28,1643.88,1806.42,162.54,8.997907,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,51.61,Ships
10283,"1941 Chevrolet Special Deluxe Cabriolet",46,100.58,4626.68,4870.02,243.34,4.996694,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,64.58,"Vintage Cars"
10283,"1904 Buick Runabout",34,71.97,2446.98,2984.18,537.20,18.001595,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,52.66,"Vintage Cars"
10283,"18th century schooner",42,99.54,4180.68,5161.38,980.70,19.000732,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,82.34,Ships
10283,"1912 Ford Model T Delivery Wagon",34,80.54,2738.36,3009.34,270.98,9.004632,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,46.91,"Vintage Cars"
10283,"1940 Ford Delivery Sedan",33,77.15,2545.95,2767.38,221.43,8.001431,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,48.64,"Vintage Cars"
10283,"The Schooner Bluenose",45,62.00,2790.00,3000.15,210.15,7.004650,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,34.00,Ships
10283,"HMS Bounty",20,74.23,1484.60,1810.40,325.80,17.996023,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,39.83,Ships
10283,"The USS Constitution Ship",47,68.67,3227.49,3397.16,169.67,4.994466,"Royal Canadian Collectables, Ltd.","George Vanauf",2004-08-20,33.97,Ships
