productName,priceEach,buyPrice,MSRP,productLine,productScale,productVendor,quantityOrdered,customerName,customerCountry,customerCity,customerCreditLimit,employeeName,employeeCity,employeeCountry,employeeTerritory,orderDate
"1969 Dodge Super Bee",74.78,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",36,"Collectables For Less Inc.",USA,Brickhaven,70700.00,"Julie Firrelli",Boston,USA,NA,2003-09-05
"1969 Dodge Super Bee",66.74,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",21,"Corporate Gift Ideas Co.",USA,"San Francisco",105000.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-10
"1969 Dodge Super Bee",65.13,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",32,"Anna's Decorations, Ltd",Australia,"North Sydney",107800.00,"Andy Fixter",Sydney,Australia,APAC,2003-11-04
"1969 Dodge Super Bee",73.17,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",30,"Herkku Gifts","Norway  ",Bergen,96800.00,"Barry Jones",London,UK,EMEA,2003-11-12
"1969 Dodge Super Bee",75.59,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",36,"Toms Spezialitäten, Ltd",Germany,Köln,120400.00,"Barry Jones",London,UK,EMEA,2003-11-20
"1969 Dodge Super Bee",66.74,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",33,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-12-02
"1969 Dodge Super Bee",73.17,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",35,"Auto Canal+ Petit",France,Paris,95000.00,"Loui Bondur",Paris,France,EMEA,2004-01-15
"1969 Dodge Super Bee",69.96,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",37,"Vida Sport, Ltd",Switzerland,Genève,141300.00,"Martin Gerard",Paris,France,EMEA,2004-02-22
"1969 Dodge Super Bee",68.35,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",41,"Danish Wholesale Imports",Denmark,Kobenhavn,83400.00,"Pamela Castillo",Paris,France,EMEA,2004-04-09
"1969 Dodge Super Bee",74.78,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",20,"Auto Canal+ Petit",France,Paris,95000.00,"Loui Bondur",Paris,France,EMEA,2004-05-26
"1969 Dodge Super Bee",74.78,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",45,"Australian Collectables, Ltd",Australia,"Glen Waverly",60300.00,"Andy Fixter",Sydney,Australia,APAC,2004-07-02
"1969 Dodge Super Bee",78.00,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",38,"Online Mini Collectables",USA,Brickhaven,68700.00,"Julie Firrelli",Boston,USA,NA,2004-08-02
"1969 Dodge Super Bee",68.35,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",43,"Vida Sport, Ltd",Switzerland,Genève,141300.00,"Martin Gerard",Paris,France,EMEA,2004-08-30
"1969 Dodge Super Bee",65.94,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",49,"Blauer See Auto, Co.",Germany,Frankfurt,59700.00,"Barry Jones",London,UK,EMEA,2003-10-04
"1969 Dodge Super Bee",70.76,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",27,"Toms Spezialitäten, Ltd",Germany,Köln,120400.00,"Barry Jones",London,UK,EMEA,2004-10-16
"1969 Dodge Super Bee",77.19,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",46,"Microscale Inc.",USA,NYC,39800.00,"Foon Yue Tseng",NYC,USA,NA,2004-11-03
"1969 Dodge Super Bee",65.13,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",38,"Land of Toys Inc.",USA,NYC,114900.00,"George Vanauf",NYC,USA,NA,2004-11-15
"1969 Dodge Super Bee",76.39,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",25,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2004-11-24
"1969 Dodge Super Bee",69.15,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",36,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2004-12-04
"1969 Dodge Super Bee",69.15,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",46,"Suominen Souveniers",Finland,Espoo,98800.00,"Larry Bott",London,UK,EMEA,2005-01-06
"1969 Dodge Super Bee",66.74,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",22,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-10
"1969 Dodge Super Bee",75.59,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",40,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-03-04
"1969 Dodge Super Bee",67.54,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",90,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2005-04-08
"1969 Dodge Super Bee",70.76,49.05,80.41,"Classic Cars",1:18,"Min Lin Diecast",16,"Extreme Desk Decorations, Ltd","New Zealand",Wellington,86800.00,"Peter Marsh",Sydney,Australia,APAC,2005-05-16
"1969 Ford Falcon",166.10,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",24,"Baane Mini Imports",Norway,Stavern,81700.00,"Barry Jones",London,UK,EMEA,2004-11-05
"1969 Ford Falcon",141.88,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",49,"La Corne D'abondance, Co.",France,Paris,84300.00,"Loui Bondur",Paris,France,EMEA,2004-11-20
"1969 Ford Falcon",166.10,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",26,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2004-12-01
"1969 Ford Falcon",162.64,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",49,"Reims Collectables",France,Reims,81100.00,"Loui Bondur",Paris,France,EMEA,2004-12-15
"1969 Ford Falcon",140.15,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",34,"Tokyo Collectables, Ltd",Japan,Minato-ku,94400.00,"Mami Nishi",Tokyo,Japan,Japan,2005-01-26
"1969 Ford Falcon",143.61,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",34,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-02-17
"1969 Ford Falcon",155.72,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",33,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-03-23
"1969 Ford Falcon",173.02,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",22,"Gift Depot Inc.",USA,Bridgewater,84300.00,"George Vanauf",NYC,USA,NA,2005-05-05
"1969 Ford Falcon",141.88,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",29,"Danish Wholesale Imports",Denmark,Kobenhavn,83400.00,"Pamela Castillo",Paris,France,EMEA,2003-02-11
"1969 Ford Falcon",173.02,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",39,"Dragon Souveniers, Ltd.",Singapore,Singapore,103800.00,"Mami Nishi",Tokyo,Japan,Japan,2003-04-16
"1969 Ford Falcon",169.56,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",42,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2003-06-03
"1969 Ford Falcon",167.83,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",46,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2003-08-08
"1969 Ford Falcon",155.72,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",49,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-09-28
"1969 Ford Falcon",152.26,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",27,"Dragon Souveniers, Ltd.",Singapore,Singapore,103800.00,"Mami Nishi",Tokyo,Japan,Japan,2003-10-22
"1969 Ford Falcon",160.91,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",50,"L'ordine Souveniers",Italy,"Reggio Emilia",121400.00,"Pamela Castillo",Paris,France,EMEA,2003-11-06
"1969 Ford Falcon",147.07,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",43,"Mini Creations Ltd.",USA,"New Bedford",94500.00,"Julie Firrelli",Boston,USA,NA,2003-11-14
"1969 Ford Falcon",147.07,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",38,"Super Scale Inc.",USA,"New Haven",95400.00,"Foon Yue Tseng",NYC,USA,NA,2003-11-26
"1969 Ford Falcon",152.26,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",20,"Saveley & Henriot, Co.",France,Lyon,123900.00,"Loui Bondur",Paris,France,EMEA,2004-01-02
"1969 Ford Falcon",166.10,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",27,"Clover Collections, Co.",Ireland,Dublin,69400.00,"Barry Jones",London,UK,EMEA,2004-02-12
"1969 Ford Falcon",147.07,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",49,"CAF Imports",Spain,Madrid,59600.00,"Martin Gerard",Paris,France,EMEA,2004-03-19
"1969 Ford Falcon",167.83,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",27,"Suominen Souveniers",Finland,Espoo,98800.00,"Larry Bott",London,UK,EMEA,2004-05-05
"1969 Ford Falcon",169.56,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",44,GiftsForHim.com,"New Zealand",Auckland,77700.00,"Peter Marsh",Sydney,Australia,APAC,2004-06-16
"1969 Ford Falcon",148.80,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",39,"Diecast Classics Inc.",USA,Allentown,100600.00,"Steve Patterson",Boston,USA,NA,2004-07-20
"1969 Ford Falcon",169.56,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",24,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2004-08-20
"1969 Ford Falcon",171.29,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",45,"Amica Models & Co.",Italy,Torino,113000.00,"Pamela Castillo",Paris,France,EMEA,2004-09-09
"1969 Ford Falcon",145.34,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",20,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2004-10-14
"1969 Ford Falcon",169.56,83.05,173.02,"Classic Cars",1:12,"Second Gear Diecast",36,"Heintze Collectables",Denmark,Århus,120800.00,"Pamela Castillo",Paris,France,EMEA,2004-10-22
"1969 Harley Davidson Ultimate Chopper",90.92,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",41,"Auto Canal+ Petit",France,Paris,95000.00,"Loui Bondur",Paris,France,EMEA,2004-01-15
"1969 Harley Davidson Ultimate Chopper",80.39,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",37,"Australian Collectors, Co.",Australia,Melbourne,117300.00,"Andy Fixter",Sydney,Australia,APAC,2004-02-20
"1969 Harley Davidson Ultimate Chopper",91.87,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",23,"Vitachrome Inc.",USA,NYC,76400.00,"Foon Yue Tseng",NYC,USA,NA,2004-04-05
"1969 Harley Davidson Ultimate Chopper",93.79,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",59,"Tekni Collectables Inc.",USA,Newark,43000.00,"George Vanauf",NYC,USA,NA,2004-05-18
"1969 Harley Davidson Ultimate Chopper",89.00,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",34,"Gift Depot Inc.",USA,Bridgewater,84300.00,"George Vanauf",NYC,USA,NA,2004-06-28
"1969 Harley Davidson Ultimate Chopper",81.35,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",45,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2004-07-23
"1969 Harley Davidson Ultimate Chopper",95.70,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",36,"Marta's Replicas Co.",USA,Cambridge,123700.00,"Steve Patterson",Boston,USA,NA,2004-08-27
"1969 Harley Davidson Ultimate Chopper",76.56,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",23,"Toys of Finland, Co.",Finland,Helsinki,96500.00,"Larry Bott",London,UK,EMEA,2004-09-30
"1969 Harley Davidson Ultimate Chopper",94.74,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",41,"Baane Mini Imports",Norway,Stavern,81700.00,"Barry Jones",London,UK,EMEA,2004-10-15
"1969 Harley Davidson Ultimate Chopper",84.22,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",46,"Diecast Classics Inc.",USA,Allentown,100600.00,"Steve Patterson",Boston,USA,NA,2004-11-02
"1969 Harley Davidson Ultimate Chopper",80.39,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",42,"Land of Toys Inc.",USA,NYC,114900.00,"George Vanauf",NYC,USA,NA,2004-11-15
"1969 Harley Davidson Ultimate Chopper",84.22,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",41,"Salzburg Collectables",Austria,Salzburg,71700.00,"Pamela Castillo",Paris,France,EMEA,2004-11-24
"1969 Harley Davidson Ultimate Chopper",84.22,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",42,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2004-12-04
"1969 Harley Davidson Ultimate Chopper",92.83,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",20,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2004-12-17
"1969 Harley Davidson Ultimate Chopper",76.56,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",21,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-03
"1969 Harley Davidson Ultimate Chopper",80.39,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",42,FunGiftIdeas.com,USA,"New Bedford",85800.00,"Steve Patterson",Boston,USA,NA,2005-03-03
"1969 Harley Davidson Ultimate Chopper",77.52,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",40,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2005-04-01
"1969 Harley Davidson Ultimate Chopper",85.17,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",24,"UK Collectables, Ltd.",UK,Liverpool,92700.00,"Larry Bott",London,UK,EMEA,2005-04-08
"1969 Harley Davidson Ultimate Chopper",79.43,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",66,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-05-13
"1969 Harley Davidson Ultimate Chopper",81.35,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",30,"Land of Toys Inc.",USA,NYC,114900.00,"George Vanauf",NYC,USA,NA,2003-02-24
"1969 Harley Davidson Ultimate Chopper",86.13,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",34,"Reims Collectables",France,Reims,81100.00,"Loui Bondur",Paris,France,EMEA,2003-05-07
"1969 Harley Davidson Ultimate Chopper",90.92,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",41,"Lyon Souveniers",France,Paris,68100.00,"Loui Bondur",Paris,France,EMEA,2003-07-01
"1969 Harley Davidson Ultimate Chopper",76.56,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",45,Toys4GrownUps.com,USA,Pasadena,90700.00,"Leslie Thompson","San Francisco",USA,NA,2003-08-25
"1969 Harley Davidson Ultimate Chopper",81.35,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",49,"Corporate Gift Ideas Co.",USA,"San Francisco",105000.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-10
"1969 Harley Davidson Ultimate Chopper",94.74,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",36,"Technics Stores Inc.",USA,Burlingame,84600.00,"Leslie Jennings","San Francisco",USA,NA,2003-10-28
"1969 Harley Davidson Ultimate Chopper",76.56,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",29,"Daedalus Designs Imports",France,Lille,82900.00,"Gerard Hernandez",Paris,France,EMEA,2003-11-11
"1969 Harley Davidson Ultimate Chopper",95.70,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",48,"Herkku Gifts","Norway  ",Bergen,96800.00,"Barry Jones",London,UK,EMEA,2003-11-18
"1969 Harley Davidson Ultimate Chopper",82.30,48.81,95.70,Motorcycles,1:10,"Min Lin Diecast",22,"Mini Wheels Co.",USA,"San Francisco",64600.00,"Leslie Jennings","San Francisco",USA,NA,2003-12-01
"1970 Chevy Chevelle SS 454",72.02,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",36,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2003-03-18
"1970 Chevy Chevelle SS 454",62.47,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",22,"Signal Gift Stores",USA,"Las Vegas",71800.00,"Leslie Thompson","San Francisco",USA,NA,2003-05-21
"1970 Chevy Chevelle SS 454",59.53,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",45,"Kelly's Gift Shop","New Zealand","Auckland  ",110000.00,"Peter Marsh",Sydney,Australia,APAC,2003-07-07
"1970 Chevy Chevelle SS 454",65.41,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",25,"Anna's Decorations, Ltd",Australia,"North Sydney",107800.00,"Andy Fixter",Sydney,Australia,APAC,2003-09-11
"1970 Chevy Chevelle SS 454",73.49,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",37,"Heintze Collectables",Denmark,Århus,120800.00,"Pamela Castillo",Paris,France,EMEA,2003-10-17
"1970 Chevy Chevelle SS 454",61.00,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",32,"Gift Depot Inc.",USA,Bridgewater,84300.00,"George Vanauf",NYC,USA,NA,2003-11-05
"1970 Chevy Chevelle SS 454",63.20,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",47,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2003-11-12
"1970 Chevy Chevelle SS 454",72.02,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",37,"Online Diecast Creations Co.",USA,Nashua,114200.00,"Steve Patterson",Boston,USA,NA,2003-11-20
"1970 Chevy Chevelle SS 454",69.82,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",20,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2003-12-02
"1970 Chevy Chevelle SS 454",61.73,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",41,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-01-16
"1970 Chevy Chevelle SS 454",65.41,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",21,"Collectable Mini Designs Co.",USA,"San Diego",105000.00,"Leslie Thompson","San Francisco",USA,NA,2004-02-26
"1970 Chevy Chevelle SS 454",72.02,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",22,"Mini Caravy",France,Strasbourg,53800.00,"Gerard Hernandez",Paris,France,EMEA,2004-04-13
"1970 Chevy Chevelle SS 454",66.88,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",34,"Down Under Souveniers, Inc","New Zealand","Auckland  ",88000.00,"Peter Marsh",Sydney,Australia,APAC,2004-06-03
"1970 Chevy Chevelle SS 454",72.02,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",40,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2004-07-07
"1970 Chevy Chevelle SS 454",68.35,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",32,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-08-09
"1970 Chevy Chevelle SS 454",66.88,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",36,"Handji Gifts& Co",Singapore,Singapore,97900.00,"Peter Marsh",Sydney,Australia,APAC,2004-09-01
"1970 Chevy Chevelle SS 454",64.67,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",27,"Norway Gifts By Mail, Co.","Norway  ",Oslo,95100.00,"Barry Jones",London,UK,EMEA,2003-10-05
"1970 Chevy Chevelle SS 454",70.55,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",26,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-10-16
"1970 Chevy Chevelle SS 454",68.35,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",30,FunGiftIdeas.com,USA,"New Bedford",85800.00,"Steve Patterson",Boston,USA,NA,2004-11-04
"1970 Chevy Chevelle SS 454",61.73,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",23,"AV Stores, Co.",UK,Manchester,136800.00,"Larry Bott",London,UK,EMEA,2004-11-17
"1970 Chevy Chevelle SS 454",61.00,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",29,"Marseille Mini Autos",France,Marseille,65000.00,"Loui Bondur",Paris,France,EMEA,2004-11-25
"1970 Chevy Chevelle SS 454",72.76,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",21,Toys4GrownUps.com,USA,Pasadena,90700.00,"Leslie Thompson","San Francisco",USA,NA,2005-01-12
"1970 Chevy Chevelle SS 454",66.88,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",34,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-16
"1970 Chevy Chevelle SS 454",68.35,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",26,"The Sharp Gifts Warehouse",USA,"San Jose",77600.00,"Leslie Jennings","San Francisco",USA,NA,2005-04-22
"1970 Chevy Chevelle SS 454",60.26,49.24,73.49,"Classic Cars",1:24,"Unimax Art Galleries",60,"Souveniers And Things Co.",Australia,Chatswood,93300.00,"Andy Fixter",Sydney,Australia,APAC,2005-05-29
"1970 Dodge Coronet",49.71,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",25,"Vitachrome Inc.",USA,NYC,76400.00,"Foon Yue Tseng",NYC,USA,NA,2004-11-05
"1970 Dodge Coronet",49.71,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",45,"La Corne D'abondance, Co.",France,Paris,84300.00,"Loui Bondur",Paris,France,EMEA,2004-11-20
"1970 Dodge Coronet",50.29,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",48,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2004-12-01
"1970 Dodge Coronet",56.07,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",44,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-12-10
"1970 Dodge Coronet",53.75,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",25,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2005-01-23
"1970 Dodge Coronet",52.60,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",22,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-02-22
"1970 Dodge Coronet",53.18,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",31,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-03-15
"1970 Dodge Coronet",47.40,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",21,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2005-05-03
"1970 Dodge Coronet",53.75,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",55,"La Rochelle Gifts",France,Nantes,118200.00,"Gerard Hernandez",Paris,France,EMEA,2005-05-31
"1970 Dodge Coronet",52.02,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",35,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2003-01-31
"1970 Dodge Coronet",56.64,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",47,"Classic Legends Inc.",USA,NYC,67500.00,"Foon Yue Tseng",NYC,USA,NA,2003-04-04
"1970 Dodge Coronet",50.86,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",20,"Muscle Machine Inc",USA,NYC,138500.00,"Foon Yue Tseng",NYC,USA,NA,2003-06-03
"1970 Dodge Coronet",50.86,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",20,"Suominen Souveniers",Finland,Espoo,98800.00,"Larry Bott",London,UK,EMEA,2003-08-01
"1970 Dodge Coronet",49.13,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",25,"Australian Gift Network, Co",Australia,"South Brisbane",51600.00,"Andy Fixter",Sydney,Australia,APAC,2003-09-25
"1970 Dodge Coronet",46.82,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",25,"Dragon Souveniers, Ltd.",Singapore,Singapore,103800.00,"Mami Nishi",Tokyo,Japan,Japan,2003-10-22
"1970 Dodge Coronet",55.49,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",27,"L'ordine Souveniers",Italy,"Reggio Emilia",121400.00,"Pamela Castillo",Paris,France,EMEA,2003-11-06
"1970 Dodge Coronet",57.22,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",31,"Iberia Gift Imports, Corp.",Spain,Sevilla,65700.00,"Martin Gerard",Paris,France,EMEA,2003-11-14
"1970 Dodge Coronet",54.33,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",44,"Mini Classics",USA,"White Plains",102700.00,"George Vanauf",NYC,USA,NA,2003-11-25
"1970 Dodge Coronet",57.80,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",49,"Diecast Collectables",USA,Boston,85100.00,"Julie Firrelli",Boston,USA,NA,2003-12-09
"1970 Dodge Coronet",48.55,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",26,"Clover Collections, Co.",Ireland,Dublin,69400.00,"Barry Jones",London,UK,EMEA,2004-02-12
"1970 Dodge Coronet",47.40,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",36,"Blauer See Auto, Co.",Germany,Frankfurt,59700.00,"Barry Jones",London,UK,EMEA,2004-03-15
"1970 Dodge Coronet",46.24,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",44,"Euro+ Shopping Channel",Spain,Madrid,227600.00,"Gerard Hernandez",Paris,France,EMEA,2004-05-05
"1970 Dodge Coronet",46.82,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",28,"Handji Gifts& Co",Singapore,Singapore,97900.00,"Peter Marsh",Sydney,Australia,APAC,2004-06-15
"1970 Dodge Coronet",49.71,32.37,57.80,"Classic Cars",1:24,"Highway 66 Mini Classics",45,"Mini Gifts Distributors Ltd.",USA,"San Rafael",210500.00,"Leslie Jennings","San Francisco",USA,NA,2004-07-20
